usr1,grp6
usr1,y,loc35
usr2,grp23
usr2,x,loc84
usr3,grp9
usr4,grp17
usr4,z,loc51
usr5,grp4
usr6,grp5
usr7,grp23
usr8,grp25
usr9,grp20
usr10,grp8
usr11,grp7
usr12,grp12
usr12,y,loc100
usr13,grp12
usr13,x,loc88
usr14,grp1
usr15,grp4
usr15,y,loc99
usr16,grp10
usr17,grp11
usr17,y,loc8
usr18,grp2
usr18,z,loc33
usr19,grp2
usr20,grp11
usr21,grp16
usr22,grp8
usr22,x,loc75
usr23,grp18
usr24,grp20
usr25,grp9
usr25,z,loc18
usr26,grp6
usr26,y,loc82
usr27,grp6
usr27,x,loc23
usr28,grp16
usr29,grp16
usr29,y,loc94
usr30,grp11
usr30,x,loc73
usr31,grp11
usr31,y,loc81
usr32,grp22
usr32,x,loc41
usr33,grp2
usr33,x,loc8
usr34,grp20
usr35,grp9
usr36,grp14
usr36,y,loc57
usr37,grp22
usr37,z,loc37
usr38,grp23
usr38,y,loc26
usr39,grp8
usr39,y,loc13
usr40,grp22
usr40,z,loc55
usr41,grp25
usr41,y,loc17
usr42,grp25
usr43,grp12
usr44,grp8
usr44,z,loc59
usr45,grp11
usr46,grp20
usr47,grp10
usr48,grp15
usr49,grp13
usr49,x,loc3
usr50,grp3
usr51,grp5
usr52,grp12
usr53,grp8
usr53,x,loc38
usr54,grp23
usr54,y,loc2
usr55,grp17
usr56,grp10
usr57,grp2
usr57,y,loc35
usr58,grp16
usr58,z,loc75
usr59,grp17
usr59,x,loc27
usr60,grp5
usr61,grp23
usr62,grp15
usr62,z,loc90
usr63,grp15
usr64,grp19
usr64,y,loc63
usr65,grp6
usr66,grp13
usr66,z,loc87
usr67,grp21
usr68,grp21
usr68,y,loc7
usr69,grp4
usr70,grp2
usr71,grp8
usr71,y,loc3
usr72,grp21
usr73,grp16
usr74,grp14
usr74,x,loc61
usr75,grp2
usr76,grp3
usr77,grp16
usr77,z,loc26
usr78,grp16
usr79,grp2
usr79,z,loc7
usr80,grp4
usr81,grp5
usr82,grp14
usr82,y,loc8
usr83,grp16
usr83,z,loc13
usr84,grp18
usr84,z,loc71
usr85,grp10
usr86,grp9
usr86,x,loc20
usr87,grp7
usr87,y,loc53
usr88,grp8
usr88,z,loc53
usr89,grp3
usr90,grp21
usr90,x,loc47
usr91,grp23
usr92,grp3
usr93,grp15
usr93,x,loc96
usr94,grp4
usr95,grp23
usr96,grp10
usr97,grp6
usr98,grp22
usr99,grp23
usr100,grp14
